Stop_Name,Location_Easting,Location_Northing
SUNNY WAY,527113,191519
HIGH ROAD EAST FINCHLEY,527247,189457
TANDRIDGE DRIVE / CROFTON LANE,544693,166284
NORTHUMBERLAND GARDENS,543043,168319
BAUDWIN ROAD,539164,172721
BROMLEY HIGH SCHOOL,543069,168185
OLDFIELD ROAD / ST GEORGES ROAD,542586,168397
BROMLEY HIGH SCHOOL,543082,168191
OLDFIELD ROAD / ST GEORGES ROAD,542586,168406
BLACKBROOK LANE / SOUTHBOROUGH LANE,543008,167885
TUDOR WAY,544775,167334
TUDOR WAY,544760,167335
ST JOHN'S ROAD / ST GEORGE'S ROAD,544911,167206
CASTILLON ROAD,539282,172594
ST JOHN'S ROAD / ST GEORGE'S ROAD,544968,167169
TURNBERRY WAY,544801,166321
TURNBERRY WAY,544831,166330
ANDOVER ROAD,544956,166362
ANDOVER ROAD,544955,166353
ALLINGTON ROAD / ANDOVER ROAD,545051,166280
ALLINGTON ROAD / ANDOVER ROAD,545046,166304
CROFTON ROAD,545023,165833
CROFTON ROAD,545009,165852
KELVIN PARADE,545011,166114
CASTILLON ROAD,539285,172565
KELVIN PARADE,545007,166042
TANDRIDGE DRIVE / CROFTON LANE,544708,166283
ST JOHN'S ROAD / CROFTON LANE,545389,166913
ST JOHN'S ROAD / CROFTON LANE,545398,166918
STANSFIELD ROAD,530907,175830
PICKHURST MEAD,539659,166680
WOODMANSTERNE POST OFFICE,527605,159884
DUKE'S BRIDGE,505275,177109
BOUNDFIELD ROAD,539070,172445
FETTER LANE,531272,181297
ROYAL OAK STATION <>,525762,181451
HALLOWELL ROAD,509694,190816
RAM STREET,525694,174786
HACKNEY WICK,536729,184939
HOMERTON HOSPITAL / WARDLE STREET,535736,185165
CHURCH CRESCENT,535603,184264
CARGO CENTRE,507045,174416
CARGO CENTRE,507065,174403
BOUNDFIELD ROAD,539056,172422
KENNINGHALL ROAD,534624,186162
SWISS COTTAGE STATION <>,526635,184186
HAMPSTEAD STATION <>,526389,185845
WELLING WAY / ROCHESTER WAY,544345,175700
WELLING WAY / ROCHESTER WAY,544331,175717
WELLING WAY / BELLEGROVE ROAD,545548,175981
WELLING WAY / SHERWOOD ROAD,545185,175797
MONTROSE AVENUE,544869,175703
MONTROSE AVENUE,544856,175687
WELLING WAY / SHERWOOD ROAD,545159,175770
SCARLET ROAD,539132,172285
WELLING WAY / BELLEGROVE ROAD,545599,175991
CHILHAM WAY,540059,166795
YORK ROAD,505718,184281
KIDBROOKE STATION #,540949,175670
SCARLET ROAD,539108,172268
TAUNTON WAY,518226,189996
MOVERS LANE / RIVER ROAD,545438,183336
RAVENSBOURNE AVENUE,539014,169722
MUSGRAVE ROAD,515707,176929
CANARY WHARF STATION <>,537652,180074
CANARY WHARF STATION [DLR],537525,180067
GRESHAM ROAD,514428,176533
WORTON WAY,514459,176519
WEST MIDDLESEX HOSPITAL,516402,176322
GREENVALE SCHOOL,539377,172342
WEST LONDON MENTAL HEALTH TRUST,516426,176137
TEIGNMOUTH GARDENS,515985,182993
FRANCIS GROVE,524574,170642
EVERSLEY CRESCENT,515006,176734
KIDBROOKE HEALTH CENTRE,540875,175480
KIDBROOKE HEALTH CENTRE,540859,175517
KEMNAL TECHNOLOGY COLLEGE,547023,170144
GREENVALE SCHOOL,539479,172415
GODDARD ROAD,536250,168086
PEREGRINE GARDENS,536181,165969
POTTERS CLOSE,536331,166311
POTTERS CLOSE,536292,166250
TOWER VIEW,536356,166451
TOWER VIEW,536290,166631
GLADE GARDENS,536277,166863
GLADE GARDENS,536250,166869
DARLEY CLOSE,536186,167012
DARLEY CLOSE,536154,167066
CRUTCHLEY ROAD,539613,172478
HOMER ROAD,535981,167261
HOMER ROAD,535943,167268
FAIRFORD AVENUE,535836,167556
FAIRFORD AVENUE,535828,167549
HORTON WAY,535728,167750
HORTON WAY,535726,167727
PEREGRINE GARDENS,536176,165933
WESTERN ROAD,551458,188762
LONDON BRIDGE STATION <> #,532833,180183
CRUTCHLEY ROAD,539596,172464
EDMONTON GREEN STATION #,534337,193525
BLACKWALL STATION [DLR],538413,180691
FINSBURY PARK STATION,531249,186868
STOKE NEWINGTON HIGH STREET,533647,186397
FINSBURY PARK STATION <> #,531335,186685
HILLIERS LANE,530062,165135
HILLIERS LANE,530041,165062
ST MATTHEWS ESTATE,531053,174958
JENKINS LANE,544225,182945
NORTH CIRCULAR ROAD,544205,182881
BECKTON TRIANGLE RETAIL PARK,543637,182531
BLACKWALL STATION [DLR],538378,180704
COCKABOURNE BRIDGE,555162,190355
COCKABOURNE BRIDGE,555179,190355
HOME FARM COTTAGE,559432,184662
STIRLING ROAD,506546,174416
NORTHWOOD GOLF COURSE,508722,191263
NORTHWOOD GOLF COURSE,508697,191274
BURY STREET WEST,532850,194702
WATERLOO STATION / TENISON WAY <> #,531053,180057
WATERLOO STATION / TENISON WAY <> #,531079,180048
COLINDEEP LANE,520955,189392
WALTHAMSTOW BUS STATION,537264,189048
HOLLES STREET,528842,181232
WALTHAMSTOW BUS STATION <>,537250,189034
WALTHAMSTOW BUS STATION <>,537249,189060
WALTHAMSTOW BUS STATION <>,537248,189082
WALTHAMSTOW BUS STATION,537262,189093
WALTHAMSTOW BUS STATION <> #,537263,189072
ST LEONARDS ROAD,517183,180584
GREENFORD PARK,514277,181559
BARKING TOWN CENTRE,544219,184170
TULIP CLOSE,535572,166250
STEPHENSON STREET,539265,181489
WOOLWICH MANOR WAY,543114,182215
MASEFIELD GARDENS,543133,182290
HELMSDALE ROAD,551320,191625
HELMSDALE ROAD,551282,191645
CONDELL ROAD,529546,176723
CORUNNA ROAD,529396,176956
ASCALON STREET,529187,177061
PATMORE ESTATE / DRURY HOUSE,529129,176918
LINFORD STREET,529248,176758
CAREY GARDENS,529406,176608
CLYSTON STREET,529540,176500
BLORE CLOSE,529679,176639
FRIERN BARNET TOWN HALL,527660,192097
CHRISTCHURCH ROAD,544197,186914
BODIAM WAY,518988,182887
BODIAM WAY,519007,182869
LAKESIDE DRIVE,519084,182557
TOTTENHAM HALE BUS STATION,534439,189500
TRESILIAN AVENUE,530535,195836
RUTHERFORD COURT,530697,195638
BLACKWELL CLOSE,530520,195693
HIGHGATE SCHOOL,528326,187536
CATERHAM AVENUE,543395,190684
HAREFIELD HOSPITAL,505187,190906
STONEBRIDGE PARK STATION <> #,519672,184210
HARRODIAN SCHOOL,521810,177229
PRATTS BOTTOM / SEVENOAKS ROAD,547121,162677
VAUXHALL BUS STATION,530362,178032
VAUXHALL BUS STATION,530351,177983
VAUXHALL BUS STATION,530339,177970
VAUXHALL BUS STATION,530340,177951
VAUXHALL BUS STATION,530324,177929
VAUXHALL BUS STATION,530324,177909
VAUXHALL BUS STATION,530309,177889
VAUXHALL BUS STATION,530316,177879
VAUXHALL BUS STATION,530298,177851
POND SQUARE,528286,187399
RIVERSDALE ROAD,532409,186224
TOTTENHAM LANE,530773,189355
HEATHWAY,548940,184916
HEREFORD GARDENS,512199,188839
LAKESIDE DRIVE,518982,182660
PRINCESS ROYAL UNIVERSITY HOSPITAL,543376,164955
PRINCESS ROYAL UNIVERSITY HOSPITAL,543357,164929
CANADA WATER BUS STATION,535453,179469
TOTTENHAM LANE,530761,189373
MILLENNIUM BRIDGE,531996,180948
MILLENNIUM BRIDGE,532081,180931
HILLINGDON STATION <>,507671,184987
SCHOONER CLOSE,546608,182608
MAYS HILL ROAD,539364,168954
ENFIELD AND HARINGEY MAGISTRATES COURT,533646,190641
HALEFIELD ROAD,534672,190508
LADYSMITH ROAD,534012,190201
THACKERAY AVENUE,534276,190227
HALEFIELD ROAD,534661,190508
TREGENNA CLOSE,529352,195737
HILLINGDON STATION <>,507677,185006
TREGENNA CLOSE,529388,195664
PEMBURY ROAD,533830,190624
ENFIELD AND HARINGEY MAGISTRATES COURT,533583,190626
PEMBURY ROAD,533832,190637
DURHAM AVENUE,539748,168380
TUDOR GRANGE,540200,177477
TUDOR GRANGE,540155,177491
ROCHESTER WAY / FALCONWOOD STATION #,544493,175428
ROCHESTER WAY / FALCONWOOD STATION #,544495,175409
OCKENDON STATION #,559000,182825
LEWISHAM POLICE STATION,538276,175720
DEWSBURY ROAD,554256,191735
HAROLD WOOD NEIGHBOURHOOD CENTRE,554869,190214
YORK ROAD,538189,186141
TWYFORD ABBEY ROAD,518896,182864
PARK AVENUE,518907,182884
NORTH FINCHLEY BUS STATION,526365,191990
SUDBURY HILL STATION <>,515466,185584
SHEEPCOTE ROAD,515791,188306
LODGE AVENUE,546476,183642
LODGE AVENUE,546498,183675
NORTHWICK PARK HOSPITAL,516198,187675
NORTHWICK PARK HOSPITAL,516202,187663
NORTHWICK PARK HOSPITAL,516211,187653
NORTHWICK PARK HOSPITAL,516215,187672
GLOVER DRIVE / IKEA,535306,191833
KING GEORGE HOSPITAL,546370,188855
EBURY BRIDGE,528625,178446
SUTHERLAND ROW,528756,178336
WINCHESTER STREET,529079,178151
WESTMORELAND TERRACE,528778,178303
ST KEVERNE ROAD,542656,171419
ST KEVERNE ROAD,542630,171396
PLUMSTEAD ROAD / WOOLWICH PUBLIC MARKET,543856,178949
PLUMSTEAD ROAD / WOOLWICH PUBLIC MARKET,543885,178941
EAST DULWICH STATION #,533500,175370
SUDBURY TOWN STATION <>,516883,184929
DORSET SQUARE / BAKER STREET STATION <>,527755,181964
BRESSENDEN PLACE /  VICTORIA STATION <>#,529083,179223
ST JOHN'S AVENUE,523930,174949
PUTNEY COMMON,523158,175828
ST MARK'S HOSPITAL,516410,187734
FAIRWAY / TUDOR WAY,544625,167430
FAIRWAY / TUDOR WAY,544637,167428
SALTWOOD CLOSE,547050,164889
BRIERLEY,537860,163542
EAST ENTRANCE,549838,183167
SHEARWATER CLOSE,546413,182565
BEDFONT CLOSE,508527,173890
SHEARWATER CLOSE,546391,182545
ANCHOR CLOSE,546624,182669
DULVERTON ROAD,554082,191629
WICKHAM ROAD,537288,166138
CHARTERHOUSE ROAD / SEVENOAKS ROAD,546057,165379
CHELTENHAM ROAD,546339,165100
GLOVER DRIVE / TESCO,535299,191846
GAYTON ROAD,515733,188085
HAILEYBURY ROAD,546440,165001
CHRIST CHURCH,546808,164878
CHRIST CHURCH,546769,164863
HAILEYBURY ROAD,546505,164930
CHELTENHAM ROAD,546266,165162
CHARTERHOUSE ROAD / SEVENOAKS ROAD,546034,165376
WINCHESTER ROAD,547100,164582
MALVERN ROAD,546775,164541
ETON ROAD / REPTON ROAD,546564,164526
SANDHURST ROAD,546352,164659
PURLEY STATION #,531522,161656
REPTON ROAD / CRANLEIGH CLOSE,546007,165191
CHELTENHAM ROAD,546135,164981
SANDHURST ROAD,546330,164695
ETON ROAD / REPTON ROAD,546600,164538
MALVERN ROAD,546741,164548
WINCHESTER ROAD,547161,164604
WICKHAM ROAD,537259,166114
ELECTRIC LANE,531140,175308
MAYFIELDS,518942,186849
ROBSON AVENUE,522393,184050
CHATSWORTH ESTATE,535600,185792
CHATSWORTH ESTATE,535590,185853
EDMONTON CEMETERY,533057,194116
BADRIC COURT,526915,176122
PINNER PARK AVENUE,513911,189994
KINGSHILL CLOSE,510170,182826
KINGSHILL CLOSE,510150,182831
COLEBROOK STREET,551600,177996
CROYDON LANE SOUTH,526016,160227
NEW MALDEN STATION #,521419,168629
HEADSTONE LANE STATION #,513924,190542
PHIPPS BRIDGE TRAM STOP >T<,526524,168833
SOUTHWARK STREET,532595,180072
YARDLEY LANE ESTATE,537753,196048
NEWHAM WAY,541071,181540
RINGLET CLOSE,540616,181569
RINGLET CLOSE,540630,181555
CHELTENHAM ROAD,546202,164841
VICTORIA STATION # <>,528914,179081
BROADFIELDS SPORTS GROUND,513947,190239
PARLIAMENT SQUARE / WESTMINSTER ABBEY,530112,179577
CROYDON LANE SOUTH,526048,160234
FAIRLAWN GROVE,526876,160833
FAIRLAWN GROVE,526845,160830
PAGES LANE,555900,190368
PAGES LANE,555882,190356
HIGHLANDS AVENUE SAINSBURY'S,530841,195711
ROSEBERY ROAD,530043,174357
MCNICOLL DRIVE,520338,183004
PINNER PARK AVENUE,513905,189937
LOCKS LANE,528119,169419
EASTFIELDS ROAD,528348,169331
ST THOMAS' DRIVE,512440,190934
LOCKS LANE,528059,169472
STAR ROAD,514921,176184
PARKFIELD AVENUE,513981,190357
THE OAKS,522549,184096
WILLESDEN SPORTS CENTRE,522839,183970
THE OAKS,522510,184172
EASTFIELDS ROAD / MITCHAM EASTFIELDS STN #,528396,169294
LEA VALLEY HIGH SCHOOL,535361,199848
WOODLAND WAY,547697,178681
VESTA ROAD,536523,176296
VESTA ROAD,536503,176223
EVELINE ROAD,527924,169514
ELMCROFT CRESCENT,513641,189563
COPSE HILL,523107,170278
CANAL SIDE WALK,537340,198446
EUSTON BUS STATION # <>,529686,182618
EUSTON BUS STATION # <>,529659,182564
LEYTON MILLS,538055,185935
ST STEPHEN'S AVENUE,516454,181380
GREAT TOWER STREET,533234,180744
MONUMENT STATION <>,532972,180819
PRIORY WAY,513548,189415
LEE GREEN / THE OLD TIGERS HEAD,539806,174994
CATFORD GARAGE,537880,172519
ELMCROFT CRESCENT,513625,189565
FENWICK PLACE,530124,175711
LAMBETH HOSPITAL,530424,175829
STOCKWELL GREEN,530690,176009
LAMBETH HOSPITAL,530441,175854
FENWICK PLACE,530155,175729
PEARSON STREET,533460,183303
FINCHLEY ROAD STATION <>,526325,184659
BROXHILL ROAD,553018,192498
PRIORY WAY,513510,189375
KYNANCE CLOSE,553429,192922
WINCANTON ROAD,553643,193023
STRAIGHT ROAD,552898,192363
KENTLEA ROAD,545383,179937
BARNHAM DRIVE,545509,180180
MILES DRIVE,545094,180162
BARNHAM DRIVE,545529,180173
MILES DRIVE,545164,180149
NEW ACRES ROAD,545359,179951
HEADSTONE LANE STATION #,513939,190521
MARSHALL CLOSE,512895,174951
MARSHALL CLOSE,512887,174988
ASKWITH ROAD,550744,182925
PALL MALL / ST JAMES'S PALACE,529405,180159
VICTORIA,528795,178944
WARMINSTER WAY,528890,169542
ST MARK'S C OF E ACADEMY PLAYING FIELDS,528582,169405
MITCHAM EASTFIELDS STATION #,528486,169304
ST MARK'S C OF E ACADEMY PLAYING FIELDS,528586,169420
ALGERNON ROAD,537628,175067
WARMINSTER WAY,528936,169577
EBENEZER WALK,529093,169600
MEOPHAM ROAD / WOODSTOCK WAY,529206,169522
MEOPHAM ROAD / WOODSTOCK WAY,529225,169478
EBENEZER WALK,529030,169622
CLAY AVENUE,528875,169503
WARMINSTER WAY,529045,169417
CLAY AVENUE,528942,169409
MANOR HOUSE STATION <>,532001,187620
BALLARDS ROAD,549487,183391
CLIFFVIEW ROAD,537542,175262
MERRYMEET,527616,160181
MERRYMEET,527611,160168
MAYS HILL ROAD,539269,168875
BRIXTON STATION #,531090,175477
HANSLER GROVE,514726,167956
FOSSIL ROAD,537552,175483
TAMWORTH ROAD / CENTRALE TRAM STOP,532080,165798
THE TRIANGLE,520101,169135
GALLIONS REACH SHOPPING PARK,544392,181752
GALLIONS REACH SHOPPING PARK,544397,181770
GALLIONS REACH SHOPPING PARK,544385,181781
SHELL ROAD / BROOKBANK ROAD,537535,175608
BECKET AVENUE,543106,182889
NORTHUMBERLAND PARK BUS STAND,534755,191165
BROOKBANK ROAD,537376,175605
LANGDON ROAD,543178,183633
NELSON STREET,543180,183588
SUSSEX ROAD,543217,183472
MARKET STREET,543226,183402
LANGDON CRESCENT,543263,183284
FLANDERS ROAD,543295,183126
BRIGHTON ROAD,543421,182972
MONTAGUE AVENUE,537053,175499
BRIGHTON ROAD,543462,182934
BLANEY CRESCENT,543512,182811
BLANEY CRESCENT,543520,182773
WOLSEY AVENUE,543434,182705
CHARLEMONT ROAD,543272,182830
CHARLEMONT ROAD,543250,182865
VICARAGE PRIMARY SCHOOL,542849,182764
VICARAGE PRIMARY SCHOOL,542828,182768
BECKET AVENUE,543074,182873
BREAKSPEARS ROAD,537014,175629
LOWER MORDEN LANE / MORDEN CEMETERY,523526,167205
CLARE ROAD,522315,184434
CAMBRIDGE DRIVE,540247,174828
SOUTH STREET,550434,183016
BROADWATER FARM ESTATE,533008,190142
WICKHAM ROAD,536848,175698
NORTHUMBERLAND GARDENS,530112,168001
YORK WAY RAILWAY BRIDGE,530143,183993
ST MARY'S UNIVERSITY,515748,172236
OLD JAMAICA ROAD,533938,179456
THE GRANGE,533492,179370
BERMONDSEY STREET,533208,179423
BROCKLEY DELIVERY OFFICE,536601,175700
STAPLE STREET,532836,179629
TENNIS STREET,532567,179736
TENNIS STREET,532673,179733
STAPLE STREET,532905,179593
BERMONDSEY STREET,533332,179401
THE GRANGE,533557,179392
OLD JAMAICA ROAD,533994,179485
PYTCHLEY ROAD,533460,175643
PYTCHLEY ROAD,533479,175677
WICKHAM ROAD,536823,175717
ESSEX CLOSE,523505,166910
PUTNEY HEATH / GREEN MAN,523695,174226
THE GREEN,540891,193982
WESTBURY ROAD,541245,194018
ROEBUCK LANE,541573,193998
BEATRICE COURT,541843,193846
CEDAR CLOSE,541810,193640
BIRCH CLOSE,541787,193373
MONKHAMS INN,541746,193006
BREAKSPEARS ROAD,537008,175643
MONKHAMS INN,541725,193037
OAK RISE,541777,193409
CEDAR CLOSE,541818,193754
BUCKHURST COURT,541852,193959
ROEBUCK LANE,541483,193997
WESTBURY ROAD,541167,194004
THE GREEN,540848,193970
ST PAULS CLOSE,556158,180674
HANFORD ROAD,556372,180371
AVELEY LIBRARY,556346,180206
TRESSILLIAN ROAD,537033,175538
CENTRAL AVENUE,556095,179813
THE PARADE,556355,179753
HALL AVENUE,556638,179878
THE THURROCK HOTEL,557210,179136
ARENA ESSEX,558065,179254
ARENA ESSEX,558007,179211
THE THURROCK HOTEL,557204,179099
HALL AVENUE,556560,179840
THE PARADE,556324,179720
CENTRAL AVENUE,556093,179773
BROOKBANK ROAD,537366,175601
AVELEY LIBRARY,556310,180207
HANFORD ROAD,556358,180392
ST PAUL'S CLOSE,556106,180673
STAG LANE,540730,193803
RUSSELL ROAD,540839,194063
CRICKET GROUND,541011,194459
SPRING GROVE,541662,195531
THE CROWN,542119,195921
SAINSBURY'S,542191,195827
FOREST ROAD,542219,196196
SHELL ROAD / BROOKBANK ROAD,537545,175602
TRAPS HILL,542378,196477
THE UPLANDS,542550,196716
CHURCH CLOSE,542895,197057
HOMEBASE,543035,197238
MAPLE GATE,543166,197256
HILLYFIELDS,543353,197310
HILLCROFT,543538,197338
PYRLES LANE,543759,197393
CHANDLER ROAD,543925,197456
CASTELL ROAD,544099,197749
CLIFFVIEW ROAD,537573,175418
DAVENANT SCHOOL,544275,197881
COLEBROOK LANE,544232,197585
THE COTTAGE LOAF,544370,197392
GOLDINGHAM AVENUE,544371,197160
MANNOCK DRIVE,544210,196949
ETHERIDGE ROAD,544322,196843
VERE ROAD,544351,196522
THE BROADWAY,544163,196287
TORRINGTON DRIVE,544167,196331
BURTON ROAD,544330,196456
VICARS HILL / LADYWELL STATION #,537655,175029
ETHERIDGE ROAD,544282,196849
MANNOCK DRIVE,544270,197009
GOLDINGHAM AVENUE,544391,197213
THE COTTAGE LOAF,544344,197431
COLEBROOK LANE,544204,197603
CASTELL ROAD,544058,197670
CHANDLER ROAD,543956,197488
PYRLES LANE,543798,197387
LAWTON ROAD,543609,197073
MARJORAMS AVENUE,543297,197184
MARJORAMS AVENUE,543328,197166
LAWTON ROAD,543626,197099
HILLCROFT,543460,197315
HILLYFIELDS,543294,197295
MAPLE GATE,543155,197248
HOMEBASE,543055,197237
CHURCH LANE,542810,196971
THE UPLANDS,542559,196707
TRAPS HILL,542400,196506
FOREST ROAD,542250,196223
SPRING GROVE,541606,195489
CRICKET GROUND,541043,194504
RUSSELL ROAD,540894,194189
STAG LANE,540765,193851
LINKSIDE,544196,192401
HAINAULT GROVE,544034,192740
THE CHASE,543933,192939
CHIGWELL STATION <>,543743,193146
BROOK WAY,543685,193436
CHESTER ROAD,543333,193550
GURU GOBIND SINGH COLLEGE,542937,193946
ALFRED ROAD,542007,194037
RODING VIEW,541968,194316
PENTLOW WAY,542216,194680
NEVILL WAY,542394,195016
HIGHLANDS AVENUE,542570,195201
STONARDS HILL,542686,195408
RODING ROAD,542481,195647
RODING ROAD,542547,195577
VALLEY CLOSE,542702,195307
GUILDHALL / ROSE THEATRE,517882,169105
HIGHLANDS AVENUE,542533,195151
NEVILL WAY,542341,194917
PENTLOW WAY,542189,194612
RODING VIEW,541942,194277
HURST ROAD,541884,194148
ALFRED ROAD,541975,194038
GURU GOBIND SINGH COLLEGE,542878,193979
CHESTER ROAD,543390,193517
BROOK WAY,543819,193404
CHIGWELL STATION <>,543750,193136
WARWICK LODGE / STAINES ROAD,513863,172387
STATION ROAD,543769,193080
THE CHASE,543998,192832
HAINAULT GROVE,544121,192580
LINKSIDE,544226,192350
THE MURRAY HALL,543541,196402
OAK VIEW SCHOOL,543181,196397
CHURCH LANE,542872,196459
TRAPS HILL LIBRARY,542568,196502
TRAPS HILL LIBRARY,542538,196516
CHURCH LANE,542848,196469
WARWICK LODGE / STAINES ROAD,513800,172355
OAK VIEW SCHOOL,543195,196410
THE MURRAY HALL,543507,196418
CLUB HOUSE,543389,192573
WEST HATCH SCHOOL,543030,192310
WEST HATCH SCHOOL,543068,192345
CLUB HOUSE,543404,192613
CHURCHILL PLACE,537910,180268
ENVOY AVENUE,509705,175589
ENVOY AVENUE,509862,175647
HOUNSLOW BUS STATION,514305,175885
BROADWAY THEATRE,544153,183938
WELLFIELDS,543479,197031
RECTORY LANE,543408,197074
THE CROWN,542049,195892
THE CROWN,542109,195994
HONOR OAK PARK STATION #,535882,174106
THE CRESCENT,541819,195618
NORTH FARM,541368,195220
NORTH FARM,541345,195161
LOUGHTON STATION <>,542295,195684
LOUGHTON STATION <>,542283,195703
BUCKHURST HILL STATION <>,541732,193948
SCHOOL ROAD,514294,175862
WAPSES LODGE ROUNDABOUT,534474,157328
HONOR OAK PARK STATION #,535970,174102
DERWENT GROVE,533596,175119
DERWENT GROVE,533688,175142
BOWEN DRIVE,533407,171601
ARNOS GROVE SWIMMING POOL,529566,192416
RAVENSCRAIG ROAD,529154,192468
BOWEN DRIVE,533443,171618
LOTHAIR ROAD,517604,179610
RENFREW CLOSE,543057,180908
STRAIT ROAD / EAST HAM MANOR WAY,543169,180897
BISHOPS BRIDGE,526489,181619
SPINNEY DRIVE,508380,173780
BOTWELL COMMON,509345,180448
ORWELL CLOSE,509140,180562
BARRA HALL ROAD,508937,180682
BEECHWOOD AVENUE,508666,180657
BEECHWOOD AVENUE,508636,180661
BARRA HALL ROAD,508963,180687
ORWELL CLOSE,509200,180530
PRINCES AVENUE,519449,166209
SEVENOAKS ROAD / CLOONMORE AVENUE,545698,164726
SELBORNE WALK,537026,188950
MERCURY GARDENS,551506,188956
EBURY BRIDGE ROAD,528519,178300
EBURY BRIDGE ROAD,528517,178396
PERIVALE TESCO,516672,183062
ST JAMES'S ROAD,518000,169125
WILLIAM PATTEN SCHOOL,533555,186558
WILLESDEN SPORTS CENTRE,522749,183996
QUEEN'S HOSPITAL,551252,187795
QUEEN'S HOSPITAL,551265,187780
QUEEN'S HOSPITAL,551279,187770
QUEEN'S HOSPITAL,551311,187769
ARNOS GROVE STATION <>,529367,192442
BOVINGDON ROAD,525670,176545
WHYTELEAFE STATION #,533917,158519
DEPTFORD BRIDGE [DLR],537448,176909
ELMSLIE CLOSE,520444,160125
ELMSLIE CLOSE,520425,160116
EPSOM HOSPITAL,520354,160008
BROOK STREET,518066,169107
EPSOM HOSPITAL,520302,159975
EPSOM HOSPITAL,520193,159950
WESTLANDS COURT,520065,159879
HYLANDS ROAD,520304,159595
HYLANDS ROAD,520329,159605
WOODCOTE GREEN ROAD,520504,159763
WOODCOTE GREEN ROAD,520556,159791
AVENUE ROAD,520606,160186
AVENUE ROAD,520627,160145
CITY HALL,533359,180040
KINGSTON STATION #,518285,169652
CITY HALL,533494,179972
WEMBLEY CENTRAL STATION <> #,518114,184988
WEXHAM ROAD,498272,179846
QUEENSMERE SHOPPING CENTRE,497903,179935
THORNHILL ROAD,518916,165717
RED LION ROAD,518955,165730
THICKET CRESCENT,526369,164719
THICKET CRESCENT,526365,164686
BROOK STREET,518079,169065
LOWER ROAD,526370,164529
HACKNEY CENTRAL STATION #,534917,184968
ST PANCRAS INTERNATIONAL STATION #,530179,182883
BEVERLEY ROAD,521999,176076
BEVERLEY ROAD,521984,176078
ST VINCENT'S NURSING HOME,509601,189660
THE AVENUE,529910,159826
HOWARD ROAD,518525,167397
WOOD STREET,517938,169377
TATSFIELD VILLAGE / OLD SHIP,541319,156807
UPPER PARK,541891,195717
MALTBY STREET,533713,179412
MALTBY STREET,533755,179430
PRIORY TERRACE,525693,183799
COVENT GARDEN / RUSSELL STREET,530485,180979
STOCKLEY ROAD,507617,179374
STOCKLEY ROAD,507582,179417
BLOMFIELD ROAD,526291,181843
CRAVEN ROAD,526585,181105
WESTBOURNE STREET,526740,180883
BRUCE GROVE STATION #,533801,190018
HOUNSLOW / BLENHEIM CENTRE,513820,175879
HOUNSLOW / BLENHEIM CENTRE,513929,175922
EDMONTON GREEN BUS STATION,534451,193597
EDMONTON GREEN BUS STATION,534493,193619
EDMONTON GREEN BUS STATION,534504,193624
EDMONTON GREEN BUS STATION,534498,193633
EDMONTON GREEN BUS STATION,534460,193613
EDMONTON GREEN BUS STATION,534425,193594
EDMONTON GREEN BUS STATION,534466,193632
GUILDHALL / ROSE THEATRE,517871,169112
HAGGERSTON PARK,534060,183560
HAGGERSTON PARK,534069,183553
LARCOM STREET,532200,178548
ORPINGTON HOSPITAL,545921,164684
PETERSFIELD AVENUE,555096,191888
CANNING TOWN STATION <> #,539584,181267
CANNING TOWN STATION <> #,539347,181474
CENTRAL MIDDLESEX HOSPITAL,520215,182725
WOOD STREET,517938,169404
CENTRAL MIDDLESEX HOSPITAL,520189,182718
CENTRAL MIDDLESEX HOSPITAL,520166,182681
WOODCOTE SIDE,520064,159418
ENFIELD TOWN / CECIL ROAD,532827,196388
ENFIELD TOWN / CECIL ROAD,532856,196392
ARROWSMITH ROAD,546139,192251
CROSSBOW ROAD,546023,192545
HOLT WAY,545699,192468
MANFORD WAY,545352,192396
MANFORD WAY,545277,192367
HOLT WAY,545660,192488
BROCKET WAY / THE LOWE,545992,192558
CROSSBOW ROAD,546063,192473
MANFORD WAY / THE LOWE,546209,192104
WEST HAMPSTEAD STATION <> #,525520,184846
WEST HAMPSTEAD STATION <> #,525531,184688
VULCAN WAY,538963,162530
FAIRFIELD SOUTH,518375,169000
ASH TREE CLOSE,518306,166015
PUTNEY HEATH / GREEN MAN,523691,174195
